,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
23005,20,2,196745,1,10,4,7,3,4,0,16,38,0
24213,44,0,251305,6,12,2,0,0,4,1,40,38,0
26558,31,2,63437,0,9,4,4,1,4,1,40,20,0
24472,60,2,113440,2,13,0,3,3,4,1,60,38,0
17793,62,3,24050,0,9,6,11,1,4,0,15,38,0
26191,60,4,95445,1,10,2,13,0,4,1,46,38,0
25222,44,2,124747,0,9,2,3,5,4,0,40,38,0
18291,24,2,190457,1,10,4,0,3,4,0,40,38,0
21264,40,0,189610,0,9,0,0,1,2,0,52,38,0
26404,52,2,145166,2,13,2,3,0,4,1,55,38,1
23912,62,2,588484,2,13,2,11,0,4,1,20,38,1
11328,51,2,152596,0,9,2,10,0,4,1,40,38,0
22630,60,2,121127,7,6,6,11,1,4,0,40,38,0
11558,60,2,160339,1,10,2,2,0,4,1,40,3,0
5577,58,1,44246,10,5,2,13,0,4,1,40,38,0
5234,44,1,162506,3,14,2,9,0,4,1,35,38,1
11856,40,2,197462,2,13,2,12,0,4,1,40,38,1
21720,41,2,198965,0,9,2,6,0,4,1,40,38,0
18761,20,2,224424,11,8,4,6,3,4,1,40,38,0
1614,47,4,162924,2,13,0,3,1,1,1,60,23,0
11918,56,2,124137,0,9,0,0,1,4,1,41,38,0
10138,36,2,75073,1,10,4,2,1,2,1,55,38,0
26237,24,2,121023,2,13,4,9,1,4,0,40,38,0
17001,38,2,76317,4,11,2,3,0,4,1,55,38,0
1368,37,2,175232,3,14,0,3,4,4,1,60,38,0
23116,48,0,497486,0,9,3,0,4,4,0,40,38,0
4952,57,2,183810,1,10,2,9,0,4,1,40,38,0
28362,41,2,29702,4,11,4,2,1,4,1,30,38,0
1774,20,2,164922,0,9,4,2,3,4,1,40,38,0
18809,46,1,230979,2,13,0,9,1,4,0,25,38,0
338,28,2,92262,0,9,2,2,0,4,1,40,38,0
11477,27,2,298871,2,13,4,7,1,1,1,40,29,0
854,22,2,91842,1,10,4,11,1,4,0,42,38,0
22784,21,2,178255,1,10,4,0,1,4,0,30,3,0
11854,58,2,197642,1,10,4,0,1,4,0,39,38,0
24933,38,3,312232,1,10,2,11,0,4,1,50,38,0
22480,31,2,202729,0,9,2,6,0,4,1,40,38,0
23670,39,2,318452,5,7,2,9,0,4,1,60,38,0
6902,31,2,59083,0,9,2,0,0,4,1,40,38,0
9459,37,2,110713,0,9,2,11,0,4,1,50,38,0
12956,31,2,49398,1,10,2,12,0,4,1,40,38,0
26694,38,5,200904,2,13,2,3,5,2,0,30,38,0
19885,26,2,132572,2,13,4,0,3,2,0,32,38,0
9048,35,2,99156,2,13,4,11,1,4,1,50,38,0
25518,35,2,205852,0,9,2,5,0,4,1,40,38,0
2668,53,2,358056,5,7,0,7,4,4,0,40,38,0
16466,46,2,318331,0,9,2,6,0,4,1,40,38,0
22252,21,2,364685,5,7,4,12,3,4,0,35,38,0
12485,41,2,198425,1,10,2,2,0,4,1,45,38,0
17835,20,2,158206,1,10,4,11,1,4,1,30,38,0
13980,25,2,208117,2,13,4,9,2,4,1,40,38,0
3249,47,2,357848,0,9,2,2,0,4,1,40,38,0
25928,31,2,151053,1,10,2,13,0,4,1,40,38,0
22327,28,2,92262,2,13,2,11,0,4,1,40,38,1
22270,47,2,216096,1,10,3,3,4,4,0,35,32,0
22541,49,3,213140,0,9,2,3,0,4,1,60,38,0
17861,67,3,73559,0,9,2,3,0,4,1,50,38,0
25177,25,2,353795,1,10,2,0,5,2,0,40,38,0
21853,20,2,216472,1,10,4,11,3,4,0,25,38,0
19234,39,2,144688,0,9,2,0,5,2,0,50,38,0
24237,64,2,43738,12,16,6,9,1,4,1,80,38,0
20037,25,2,93223,1,10,0,9,4,4,0,35,38,0
6767,49,1,276247,1,10,2,10,0,4,1,40,38,0
8059,48,1,334409,2,13,2,9,5,4,0,50,38,0
602,38,5,143774,1,10,5,3,1,4,0,45,38,0
973,49,1,193960,3,14,2,9,0,4,1,40,38,1
10440,24,2,420779,0,9,2,4,0,2,1,35,38,0
2694,50,1,177705,1,10,2,0,0,4,1,48,38,0
26939,23,2,214120,0,9,4,8,3,4,1,40,38,0
3700,24,2,199444,2,13,4,3,3,4,0,15,38,0
5510,44,2,252930,7,6,0,0,4,3,0,42,38,0
28144,21,2,238068,0,9,2,6,0,4,1,40,38,0
14249,28,2,77760,0,9,4,7,4,4,1,40,38,0
23416,22,2,188274,6,12,4,5,3,4,1,40,38,0
8680,54,2,234938,0,9,2,11,0,4,1,55,38,0
2857,45,2,178319,12,16,2,9,0,4,1,56,38,1
14786,21,2,409230,0,9,4,2,1,4,1,40,12,0
25442,33,2,194901,4,11,5,2,1,4,1,42,38,0
20956,39,2,37314,3,14,4,3,1,4,1,50,38,0
4028,34,2,82623,0,9,2,7,0,4,1,20,38,0
21171,36,2,98389,6,12,2,3,0,4,1,44,38,0
28171,28,2,144833,1,10,2,5,0,4,1,40,38,0
29660,50,2,99476,3,14,0,9,1,4,0,35,38,0
18373,23,2,193090,2,13,4,0,3,4,0,30,38,0
25956,46,2,90042,1,10,2,2,0,4,1,40,38,0
26622,36,2,605502,7,6,4,13,1,2,0,40,38,0
16229,68,2,223851,0,9,2,0,0,4,1,24,38,0
13408,47,5,80282,12,16,2,9,0,4,1,45,38,1
6932,29,2,209934,13,3,2,7,0,4,1,40,25,0
5133,24,2,200997,0,9,4,5,3,4,1,45,38,0
14806,44,2,205706,0,9,4,3,1,4,0,40,38,0
27253,22,2,186573,0,9,4,13,1,4,0,46,38,0
23277,57,5,399246,2,13,2,0,0,1,1,40,2,1
623,32,2,226267,1,10,2,0,0,4,1,40,25,0
19308,51,2,29887,0,9,0,3,1,4,1,44,38,0
28084,55,2,89690,2,13,0,9,1,4,0,40,38,0
17479,25,1,206002,0,9,0,12,4,4,0,40,38,0
4996,28,2,153475,2,13,4,0,3,4,0,16,7,0
11449,45,2,199058,3,14,2,3,0,4,1,50,38,1
14090,28,4,155621,1,10,4,2,3,4,1,50,3,0
2720,27,2,193701,0,9,4,2,3,4,0,45,38,0
11604,30,1,235271,2,13,2,10,0,4,1,40,38,1
9185,43,0,325706,9,15,2,9,0,1,1,50,18,1
21353,26,2,226288,2,13,4,0,1,4,1,40,38,0
6056,33,2,111567,3,14,2,3,0,4,1,45,10,1
4525,38,2,207202,0,9,2,6,0,4,1,48,38,0
12725,32,2,193231,0,9,2,2,0,4,1,40,38,0
4051,52,2,131631,5,7,5,6,4,2,1,40,38,0
3994,22,2,141698,0,9,4,2,3,4,1,40,38,0
25058,42,2,29393,1,10,0,6,1,4,0,40,38,0
7827,32,2,107417,0,9,4,7,1,4,1,37,38,0
21856,40,2,187702,1,10,4,3,1,4,1,50,38,0
9491,38,2,179579,0,9,4,9,1,4,1,40,38,0
13120,55,2,23789,0,9,0,3,1,4,0,40,38,0
9589,25,2,150553,10,5,3,0,4,1,0,40,39,0
13098,28,2,190525,2,13,2,3,0,4,1,46,38,1
14817,50,2,305147,2,13,2,2,0,4,1,40,38,1
18628,24,2,141040,1,10,4,0,3,2,0,40,38,0
24228,31,2,257644,0,9,4,9,1,4,1,43,38,0
5478,21,2,90935,4,11,4,13,3,4,1,40,38,0
15440,38,2,193961,1,10,2,2,0,1,1,40,29,0
13836,53,5,246820,12,16,2,9,0,4,1,50,38,1
6710,37,2,333305,12,16,2,9,5,4,0,35,38,0
3443,56,2,318450,3,14,2,0,0,4,1,80,38,1
915,47,2,192835,0,9,2,0,0,4,1,50,38,0
23086,32,2,232855,0,9,4,6,4,2,0,40,38,0
11516,56,2,98809,8,4,2,6,5,4,0,45,38,0
9627,48,2,73434,0,9,2,0,5,4,0,40,10,0
28924,23,2,129345,1,10,4,7,1,4,1,25,38,0
19008,36,1,223433,4,11,2,10,0,4,1,53,38,0
11828,25,2,120238,0,9,3,6,1,4,1,40,30,0
23401,24,2,111450,0,9,4,13,4,2,1,40,38,0
4264,53,2,113995,2,13,2,3,0,4,1,45,38,1
12697,20,2,314422,0,9,4,11,3,4,0,30,38,0
1249,52,2,146378,0,9,2,2,0,4,1,40,38,0
23752,36,2,329980,2,13,4,3,1,4,1,40,38,0
12058,32,2,127895,1,10,4,0,3,2,0,40,38,0
2090,38,2,105017,0,9,0,2,4,4,1,40,38,0
9858,52,0,43705,1,10,2,7,0,4,1,50,38,0
11640,20,2,296618,0,9,4,11,1,4,0,30,38,0
3883,75,4,231741,12,16,2,9,0,4,1,3,38,1
8104,36,2,29702,0,9,2,11,0,4,1,40,38,0
30103,26,2,179010,1,10,4,2,1,4,1,65,38,0
24953,41,0,207685,2,13,4,3,1,4,1,40,38,0
11821,48,2,247685,1,10,0,2,1,4,1,40,38,0
7733,31,5,188900,6,12,4,0,1,4,0,35,38,0
13593,46,4,456956,0,9,2,9,0,4,1,60,38,0
26206,20,0,191878,1,10,4,0,3,2,0,20,38,0
29829,27,2,100669,1,10,2,2,0,1,1,40,29,0
11566,37,3,342084,1,10,2,3,0,4,1,60,38,0
29047,64,0,271550,1,10,2,13,0,4,1,40,38,0
15962,58,1,271795,8,4,2,2,0,4,1,40,38,0
16516,58,2,290661,0,9,2,2,0,4,1,40,38,0
803,71,4,143437,3,14,2,11,0,4,1,40,38,1
7605,44,0,344060,9,15,2,9,0,4,1,40,38,1
6360,34,2,223678,0,9,4,7,4,0,0,32,38,0
27772,22,2,325179,1,10,4,9,3,4,1,50,38,0
315,45,2,261192,0,9,2,7,0,2,1,40,38,0
12353,32,2,187901,4,11,4,3,1,4,0,23,38,0
11991,36,2,355053,0,9,5,7,4,2,0,28,38,0
16181,70,3,188260,0,9,2,3,0,4,1,16,38,0
10762,47,1,138342,5,7,2,13,0,4,1,40,7,0
15822,24,2,218215,4,11,4,0,3,4,0,20,38,0
9422,42,2,113147,6,12,2,9,0,2,1,40,38,0
4885,45,1,37306,2,13,2,9,0,4,1,45,38,1
27942,41,2,320744,0,9,4,2,1,4,1,50,38,0
22999,37,2,280500,1,10,4,12,3,2,0,40,38,0
6876,34,2,181311,5,7,2,6,0,4,1,40,38,0
23958,43,2,393354,1,10,2,0,5,2,0,38,38,0
3121,53,2,374588,0,9,2,13,0,2,1,60,38,0
22098,42,2,99373,0,9,0,6,1,4,0,40,38,0
13239,56,1,267763,0,9,2,7,0,4,1,40,38,0
17609,45,0,168232,2,13,4,0,1,4,1,55,38,0
9739,47,2,340982,1,10,2,6,0,1,1,40,29,0
8567,59,4,357943,2,13,2,3,0,4,1,40,38,1
19362,22,2,138542,1,10,2,5,0,4,1,35,38,0
3977,28,2,98010,1,10,3,0,3,4,0,40,38,0
25852,50,2,177927,0,9,0,10,1,4,1,40,38,0
4811,18,2,181712,5,7,4,5,3,4,1,12,38,0
19540,27,2,214858,0,9,2,7,3,4,1,40,38,0
20643,40,3,193524,1,10,2,4,0,4,1,40,38,0
25493,26,2,61603,13,3,2,5,0,3,1,40,25,0
12699,30,2,175083,0,9,0,13,1,4,1,52,38,0
17410,32,4,27939,1,10,2,11,0,0,1,60,38,0
7150,68,2,144137,1,10,0,8,2,4,0,30,38,0
29239,47,2,88564,13,3,4,6,3,4,1,20,38,0
17512,53,1,216931,1,10,2,10,0,4,1,40,38,0
21852,31,1,150324,0,9,2,2,0,4,1,40,38,0
25851,33,4,109959,1,10,2,11,0,4,1,25,38,0
18904,24,2,59146,0,9,5,11,4,4,0,48,38,0
14033,17,2,34019,5,7,4,7,3,4,1,20,38,0
13193,20,2,342599,1,10,4,5,3,4,1,35,38,0
15711,45,1,209482,3,14,2,9,5,4,0,45,38,0
23152,34,2,97355,1,10,0,11,1,4,0,60,38,0
18842,27,2,178709,3,14,4,6,1,4,0,40,38,0
5673,47,2,170850,0,9,2,5,0,4,1,60,38,0
19689,32,1,209900,2,13,2,9,0,4,1,65,38,1
3470,63,2,96299,0,9,0,13,4,4,1,45,38,0
4228,36,2,130926,2,13,0,0,1,4,0,40,38,0
13942,32,2,309513,0,9,2,2,0,4,1,50,38,0
29159,24,2,213902,8,4,4,8,3,4,0,32,7,0
4367,18,2,130849,5,7,4,7,3,4,0,8,38,0
2925,54,5,93415,2,13,4,9,4,1,0,40,38,0
1504,54,2,206369,0,9,2,6,0,4,1,50,38,0
29236,42,2,152676,0,9,0,3,3,4,1,40,38,0
19121,45,2,138626,4,11,0,3,1,4,1,50,38,0
13493,61,4,219183,2,13,2,9,0,4,1,50,38,1
16826,36,2,416745,6,12,0,3,1,4,1,48,38,0
12451,21,2,83033,1,10,4,0,3,4,0,20,38,0
29221,52,2,173987,7,6,2,2,0,4,1,40,38,0
7815,21,2,149224,1,10,4,13,3,4,1,30,38,0
8848,43,2,197810,3,14,0,7,4,4,0,40,38,0
21614,23,2,391171,1,10,4,7,1,2,1,25,38,0
27712,19,2,292583,0,9,4,7,3,4,0,30,38,0
5470,59,2,359292,14,2,2,6,0,4,1,40,25,0
24869,62,1,208266,4,11,0,0,1,2,0,40,38,0
9498,25,2,123095,1,10,4,0,3,4,1,40,38,0
14679,46,1,125457,3,14,2,9,0,2,1,38,38,1
27341,41,2,206470,2,13,2,9,0,4,1,40,10,1
9526,28,2,189346,0,9,4,5,3,4,1,48,38,0
19142,26,2,206199,0,9,4,0,3,2,1,40,38,0
9134,43,1,117022,0,9,3,4,4,2,1,40,38,0
5618,57,3,140319,0,9,2,0,0,4,1,50,38,0
15771,24,2,449432,11,8,2,2,0,4,1,40,38,0
3252,46,2,97883,2,13,4,11,1,4,0,35,38,0
18651,35,2,241998,0,9,4,11,1,4,1,40,38,0
16847,40,2,143327,1,10,5,5,1,4,1,40,38,0
29882,51,3,213296,0,9,2,7,0,4,1,30,38,0
4785,51,3,166386,2,13,2,3,5,1,0,35,35,0
11012,45,2,195949,0,9,2,2,0,4,1,40,38,0
2471,18,2,57413,1,10,0,7,3,4,1,15,38,0
29109,35,2,234271,1,10,0,0,1,4,0,40,38,0
20743,46,2,155489,6,12,2,2,0,4,1,44,38,0
28094,59,3,349910,6,12,2,2,0,4,1,40,38,0
20199,25,2,210794,2,13,4,9,3,4,0,40,38,0
27327,39,2,262158,2,13,0,3,4,4,0,45,38,0
20580,22,2,192017,0,9,4,0,3,4,1,40,38,0
11389,46,4,197836,0,9,2,4,0,4,1,50,38,0
8865,50,2,172942,1,10,0,7,3,4,1,28,38,0
4477,21,2,169699,1,10,4,7,1,4,0,35,38,0
29702,57,4,50990,0,9,2,4,0,4,1,30,38,0
18500,37,2,220585,0,9,4,0,1,4,1,40,38,0
25030,61,2,84587,4,11,2,2,0,1,1,40,38,0
17969,31,2,149507,4,11,2,2,0,4,1,38,38,0
3083,35,2,102976,3,14,4,3,1,4,1,40,38,0
4053,35,2,417136,0,9,0,2,4,2,1,40,38,0
15244,21,2,56582,5,7,4,7,3,4,1,50,38,0
13803,28,2,469864,2,13,4,9,1,2,1,40,38,0
23362,28,2,188236,1,10,4,0,1,4,0,40,38,0
22012,36,5,183735,3,14,2,9,0,4,1,40,38,1
17997,26,2,89389,1,10,0,9,1,4,0,40,38,0
6631,64,1,202984,0,9,2,2,0,4,1,40,38,0
25238,23,2,615367,2,13,4,11,1,4,0,40,38,0
18962,33,5,374905,7,6,2,7,0,4,1,40,38,0
29548,28,2,291374,11,8,4,11,4,2,0,40,38,0
4727,51,4,218311,1,10,0,11,4,4,0,50,38,0
19019,35,2,240467,0,9,3,0,4,2,0,40,38,0
1920,37,2,49115,3,14,2,3,0,4,1,60,38,1
15574,31,2,169583,0,9,4,3,3,4,0,40,38,0
9889,18,5,342852,0,9,4,0,3,4,1,40,38,0
14683,27,2,68037,1,10,4,3,1,4,1,45,38,0
14290,33,2,186824,4,11,2,11,0,4,1,40,38,0
9217,17,2,168807,8,4,4,2,1,4,1,45,38,0
1063,43,5,165309,0,9,2,10,0,4,1,40,38,0
27001,29,2,201017,3,14,4,9,1,4,1,55,33,0
3427,26,2,109419,4,11,4,0,1,4,0,45,38,0
11285,28,0,42003,1,10,2,0,0,4,1,40,38,0
23280,37,2,178100,3,14,4,3,1,4,0,40,38,0
2215,27,2,387776,1,10,4,7,3,4,1,40,38,0
7474,45,0,45891,1,10,0,0,4,4,1,42,38,0
12363,35,4,190895,2,13,0,3,1,4,1,25,38,0
163,21,2,312956,0,9,4,2,3,2,1,40,38,0
8991,62,2,159908,1,10,2,0,5,4,0,38,38,0
7111,34,2,309513,0,9,2,6,0,4,1,40,38,0
6065,25,2,175370,1,10,0,6,3,4,0,40,38,0
7636,55,1,37869,12,16,4,9,1,4,0,60,38,0
14802,25,2,160261,1,10,4,3,3,1,1,40,2,0
16004,55,2,106498,7,6,6,13,1,2,0,35,38,0
26698,37,2,121772,0,9,4,2,1,1,1,40,16,0
7760,43,2,313181,0,9,0,0,2,2,1,38,38,0
22223,60,5,313946,0,9,2,7,0,4,1,40,38,0
12765,43,5,270721,2,13,2,3,0,4,1,55,38,1
26070,37,4,82540,10,5,2,13,0,4,1,70,38,0
19175,47,5,306473,6,12,2,13,0,4,1,40,38,0
9778,66,2,193132,10,5,5,7,1,2,0,30,38,0
12369,52,2,204584,2,13,3,3,1,4,0,42,38,0
8889,53,2,233780,4,11,0,0,1,2,0,40,38,0
30099,32,2,164190,1,10,4,3,3,4,1,40,38,0
26334,26,2,244495,10,5,4,7,1,4,1,35,38,0
2545,26,2,188767,2,13,4,11,3,4,1,40,38,0
22027,51,2,145409,1,10,2,2,0,4,1,48,38,0
4984,45,0,88564,1,10,2,3,0,4,1,40,38,0
1641,39,2,79331,3,14,2,3,0,1,1,40,38,1
25335,31,2,227886,1,10,4,0,4,2,0,35,38,0
8296,42,3,168071,0,9,2,11,0,4,1,43,38,0
4017,48,4,133694,2,13,3,3,1,2,1,40,22,0
5190,37,5,151322,2,13,4,9,1,4,1,40,38,0
18986,46,2,57929,0,9,0,7,1,4,1,25,38,0
11776,37,2,166497,0,9,4,0,3,4,1,38,38,0
15982,47,2,27624,4,11,4,7,1,4,0,55,38,0
12277,30,2,167558,0,9,4,11,4,4,0,35,25,0
15620,35,2,187693,0,9,4,6,3,4,1,40,38,0
2226,68,2,166149,0,9,6,0,1,4,0,30,38,0
26589,36,2,172129,10,5,2,5,0,4,1,40,38,0
9005,42,5,105804,5,7,2,4,0,4,1,40,38,0
4839,44,2,116632,3,14,2,3,0,4,1,50,38,1
15334,39,2,180667,1,10,2,6,0,4,1,40,38,0
23331,48,3,213140,0,9,2,3,0,4,1,80,38,0
7105,33,2,452924,0,9,2,6,0,3,1,40,25,0
11342,39,2,99270,2,13,2,9,5,4,0,50,10,0
14852,37,2,287031,1,10,2,2,0,4,1,75,38,0
26369,34,2,107624,1,10,2,2,0,4,1,50,38,0
5914,19,2,121972,0,9,4,7,3,2,1,40,38,0
19683,52,1,100226,2,13,2,0,5,4,0,40,38,0
29212,38,2,186191,0,9,2,2,0,4,1,55,38,0
16216,46,3,235320,3,14,0,11,1,4,1,60,38,0
19144,62,2,69867,2,13,2,9,0,4,1,55,38,1
19608,42,2,369131,6,12,2,11,0,4,1,55,38,0
3043,47,1,242552,1,10,4,10,1,2,1,40,38,0
27060,27,2,37250,1,10,2,6,0,4,1,40,38,0
25530,29,2,406826,2,13,4,9,1,4,0,45,38,0
21468,59,2,147989,1,10,2,12,0,4,1,50,38,0
17080,24,2,226668,0,9,4,7,1,0,1,35,38,0
19543,30,2,97723,0,9,4,6,3,4,1,45,38,0
1178,42,0,158926,6,12,0,9,4,1,0,40,29,0
11501,44,3,181762,1,10,2,3,0,4,1,50,38,0
17000,53,2,158352,13,3,2,7,2,4,0,24,21,0
10705,27,2,156516,1,10,2,0,5,2,0,20,38,0
29380,19,2,194260,1,10,4,11,3,4,0,20,38,0
11040,58,3,78104,0,9,2,3,0,4,1,45,38,0
7068,64,2,239450,1,10,2,11,0,4,1,40,38,0
26163,27,2,255582,0,9,4,6,1,4,0,40,38,0
1458,23,2,121471,2,13,4,0,1,4,0,40,38,0
9047,55,2,249072,0,9,2,13,0,4,1,60,38,0
12094,18,2,87157,11,8,4,7,3,4,1,25,38,0
25115,55,4,422249,0,9,2,2,0,4,1,50,38,0
16314,29,2,95465,0,9,4,12,1,4,1,42,38,0
10175,52,2,139671,1,10,2,3,0,4,1,50,38,0
28655,39,2,252327,8,4,4,7,3,4,1,40,25,0
21467,41,2,196456,3,14,4,9,1,4,0,40,38,0
5449,71,2,163385,1,10,6,11,1,4,1,35,38,0
12736,27,2,263552,0,9,4,0,1,4,1,50,38,0
25548,56,2,134286,1,10,2,3,0,4,1,45,38,0
8752,84,1,163685,0,9,6,3,1,4,0,33,38,0
24116,23,2,292023,0,9,4,6,3,4,1,30,38,0
24085,56,2,213105,0,9,2,11,0,4,1,36,38,0
29586,49,4,349986,2,13,2,9,0,4,1,60,38,1
6170,57,2,375868,3,14,2,0,0,4,1,40,38,1
1980,44,2,146659,3,14,2,9,0,4,1,35,38,1
21480,47,4,126500,8,4,2,11,0,4,1,40,32,0
626,29,1,92262,0,9,4,10,3,4,1,48,38,0
17692,31,4,111423,2,13,4,2,1,4,1,55,38,0
11944,17,2,75333,7,6,4,11,3,2,0,24,38,0
19331,60,2,43235,2,13,2,9,0,4,1,50,38,1
25577,39,2,108140,3,14,2,3,0,4,1,50,38,1
13582,31,2,182539,1,10,4,0,1,4,0,45,38,0
6319,45,2,117310,2,13,0,11,1,4,0,46,38,0
7822,30,5,70617,3,14,2,9,0,1,1,10,2,1
27360,37,0,188069,1,10,2,0,0,4,1,40,29,0
23457,64,4,219661,9,15,2,9,0,4,1,9,38,1
22531,31,2,340880,9,15,2,9,0,4,1,60,38,1
2342,20,2,174063,1,10,4,7,3,4,0,40,38,0
14754,37,2,279029,2,13,4,2,1,4,1,40,38,0
22254,24,2,169129,1,10,4,9,1,4,1,40,38,0
23483,32,2,188154,1,10,0,6,4,4,0,40,38,0
1512,30,2,39054,0,9,2,11,0,4,1,40,38,0
16260,46,2,174995,0,9,0,0,4,4,0,45,38,0
20821,31,2,194901,0,9,2,11,0,4,1,50,38,0
24271,45,3,311231,9,15,2,9,0,4,1,50,38,1
760,39,2,680390,0,9,5,6,4,4,0,24,38,0
3378,18,2,107277,5,7,4,11,3,4,0,20,38,0
19082,35,2,361888,1,10,0,6,4,4,1,40,38,0
6424,46,2,150499,6,12,2,2,0,4,1,40,38,0
14737,22,1,163205,0,9,4,7,3,4,0,53,38,0
16728,52,4,240013,3,14,2,11,0,4,1,70,38,1
275,37,3,57424,2,13,0,11,1,4,0,60,38,0
12983,42,2,184105,1,10,4,4,1,4,1,28,38,0
46,29,2,271466,4,11,4,9,1,4,1,43,38,0
15323,25,2,176756,2,13,4,2,3,4,1,40,38,0
3201,44,2,54507,0,9,4,6,1,4,0,40,38,0
18816,44,0,113597,1,10,2,3,0,4,1,55,38,0
5664,28,2,179512,0,9,5,3,4,4,0,50,38,0
26196,51,4,120781,9,15,2,9,0,3,1,70,18,1
20895,44,2,171722,0,9,5,7,4,4,0,39,38,0
15386,34,2,251421,0,9,2,2,0,4,1,40,38,0
22054,29,2,100579,4,11,0,3,1,4,0,40,38,0
5267,42,2,196001,0,9,5,0,4,4,0,40,38,0
24396,24,2,216469,0,9,2,6,0,4,1,50,38,0
16568,31,5,350651,11,8,2,12,5,4,0,40,38,0
5521,31,3,133861,4,11,0,11,1,4,1,40,38,0
20101,43,2,35824,1,10,5,9,4,4,0,40,38,0
8816,27,2,244315,0,9,0,2,2,3,1,40,38,0
26403,30,2,167832,0,9,2,6,0,4,1,40,38,0
15206,50,3,158294,9,15,2,9,0,4,1,80,38,1
9126,31,1,331126,2,13,4,10,3,2,1,48,38,0
15459,21,2,186314,0,9,2,0,0,4,1,40,38,0
2698,37,4,36989,1,10,2,4,0,4,1,40,38,0
14526,60,4,73091,0,9,5,7,1,2,1,50,38,0
6693,36,2,129573,6,12,2,11,0,4,1,60,38,0
10099,22,2,285775,4,11,4,2,3,4,1,40,38,0
8508,23,0,320294,0,9,4,9,1,4,1,40,38,0
16738,36,3,487085,8,4,4,2,4,2,1,40,38,0
1561,54,2,177927,3,14,2,9,0,4,1,60,38,1
63,49,3,191681,1,10,2,3,0,4,1,50,38,0
5841,50,1,145166,3,14,2,9,0,4,1,40,38,1
14229,48,2,299291,0,9,2,13,0,4,1,44,38,0
11691,35,2,187112,2,13,4,7,1,4,0,45,38,0
3172,25,5,152035,6,12,4,0,3,4,0,40,38,0
21229,30,1,200892,3,14,2,9,0,4,1,40,38,1
7574,22,2,157332,0,9,4,7,3,4,0,35,38,0
22237,55,4,322691,3,14,2,11,0,4,1,55,38,1
3608,75,2,95985,13,3,6,7,4,2,1,10,38,0
25213,23,2,13769,1,10,2,6,0,0,1,30,38,0
21455,40,2,27821,4,11,2,13,0,4,1,40,38,0
13579,21,2,351084,0,9,4,0,1,4,0,40,38,0
14838,41,2,207578,6,12,2,3,0,2,1,50,18,0
25953,36,2,282092,6,12,4,12,1,4,0,40,38,0
8543,26,2,302603,0,9,4,13,3,4,1,45,38,0
22273,25,1,182380,0,9,4,2,3,4,1,40,38,0
24187,40,4,173716,2,13,2,11,0,4,1,45,38,1
542,57,3,103948,2,13,0,9,1,4,1,80,38,0
7231,26,2,48718,7,6,4,0,1,4,0,40,38,0
11957,35,2,194490,0,9,0,0,4,4,0,38,38,0
6322,48,1,246392,6,12,5,0,1,2,0,40,38,0
2144,56,2,77415,5,7,2,4,0,4,1,50,38,0
4164,22,2,186452,7,6,4,2,1,4,1,30,38,0
23006,29,2,79481,1,10,4,12,1,4,0,40,38,0
29202,42,2,111483,2,13,2,12,0,4,1,50,38,1
8053,28,2,184831,1,10,2,3,0,4,1,40,38,0
14598,35,2,210945,0,9,2,5,0,4,1,50,38,0
22147,47,2,185399,0,9,2,7,5,4,0,38,38,0
7831,39,2,202937,1,10,0,12,1,4,0,40,30,0
4734,27,2,109001,1,10,2,2,0,4,1,49,38,0
10007,50,2,158294,4,11,2,12,0,4,1,40,38,0
13290,23,2,62278,1,10,2,11,0,4,1,45,38,0
20656,45,4,28497,2,13,2,4,0,4,1,70,38,1
14055,28,2,114158,2,13,2,9,5,4,0,24,38,0
12300,31,2,43953,2,13,2,9,5,4,0,35,38,0
27729,26,2,276548,0,9,2,11,5,4,0,20,38,0
3362,37,2,233490,0,9,4,4,1,4,1,50,38,0
29686,44,2,52028,14,2,2,7,5,1,0,40,39,0
25565,46,2,353512,0,9,2,6,0,4,1,40,38,0
14921,41,2,116391,2,13,2,5,0,4,1,40,10,1
6107,46,2,214955,6,12,0,9,4,4,0,40,38,0
9906,36,2,607848,1,10,2,11,0,4,1,45,38,0
11573,42,2,222011,1,10,0,11,4,4,0,43,38,0
26384,18,2,151386,0,9,3,7,3,2,1,40,22,0
21364,68,0,422013,0,9,0,9,1,4,0,40,38,0
20375,35,2,434114,0,9,2,5,0,4,1,40,25,0
4840,23,2,240160,6,12,4,9,3,4,1,40,38,0
24290,39,2,356838,0,9,4,4,3,4,1,12,38,0
13672,39,2,139906,0,9,0,7,4,4,0,81,38,0
8883,60,2,128367,1,10,0,9,4,4,1,42,38,0
5558,22,2,203240,7,6,4,0,1,4,0,40,38,0
8452,20,2,91939,0,9,4,0,1,2,0,30,38,0
10194,28,2,37359,2,13,2,11,0,4,1,60,38,1
13850,35,2,409200,6,12,4,10,1,4,1,40,38,0
23550,47,2,316101,0,9,0,0,1,4,0,40,38,0
20913,43,3,602513,3,14,2,3,0,4,1,50,38,1
26004,37,4,119929,0,9,2,2,0,4,1,40,38,0
19954,37,2,270059,1,10,0,0,4,4,0,25,38,0
15115,39,2,151248,1,10,0,11,2,4,0,35,38,0
23673,51,2,673764,4,11,2,3,0,4,1,50,38,0
8894,31,1,189269,0,9,4,10,3,4,1,40,38,0
8798,40,2,140559,0,9,6,7,4,4,0,25,38,0
